SP500,APPL,TSLA,MSFT,AMZN,COST
378.87,149.45,211.25,247.25,119.82,496.97
384.92,152.34,222.42,250.66,120.6,499.06
382.02,149.35,224.64,231.32,115.66,499.45
379.98,144.8,225.09,226.75,110.96,496.54
389.02,155.74,228.52,235.87,103.41,510.87
386.21,153.34,227.54,232.13,102.44,501.5
384.52,150.65,227.82,228.17,96.79,499.96
374.87,145.03,214.98,220.1,92.12,483.51
371.01,138.88,215.31,214.25,89.3,486.29
376.35,138.38,207.47,221.39,90.98,486.41
379.95,138.92,197.08,227.87,90.53,488.55
382.0,139.5,191.3,228.87,89.98,492.76
374.13,134.87,177.59,224.51,86.14,489.97
394.69,146.87,190.72,242.98,96.63,513.13
398.51,149.7,195.97,247.11,100.79,515.47
395.12,148.28,190.95,241.55,98.49,509.68
398.49,150.04,194.42,241.97,98.94,526.47
395.45,148.79,186.92,241.73,97.12,524.11
394.24,150.72,183.17,241.68,94.85,521.32
396.03,151.29,180.19,241.22,94.14,523.67
394.59,148.01,167.87,242.05,92.46,523.37
399.9,150.18,169.91,245.03,93.2,531.95
402.42,151.07,183.2,247.58,94.13,534.49
395.91,144.22,182.92,241.76,93.95,530.92
395.23,141.17,180.83,240.33,92.42,528.96
407.68,148.03,194.7,255.14,96.54,539.25
407.38,148.31,194.7,254.69,95.5,503.86
406.91,147.81,194.86,255.02,94.13,494.53
399.59,146.63,182.45,250.2,91.01,488.66
393.83,142.91,179.82,245.12,88.25,481.16
393.16,140.94,174.04,244.37,88.46,481.97
396.24,142.65,173.44,247.4,90.35,481.42
393.28,142.16,179.05,245.42,89.09,483.02
398.95,144.49,167.82,252.51,90.55,487.68
401.97,145.47,160.95,256.92,92.49,488.2
399.4,143.21,156.8,257.22,91.58,483.52
389.63,136.5,157.67,249.01,88.45,463.91
383.27,134.51,150.23,244.69,87.86,461.45
380.02,132.37,149.87,240.45,84.92,458.63
380.54,132.3,137.8,241.8,85.19,457.82
386.23,135.45,137.57,244.43,86.77,462.06
380.72,132.23,125.35,238.19,83.79,458.71
382.91,131.86,123.15,238.73,85.25,462.65
381.4,130.03,109.1,236.96,83.04,458.5
376.66,126.04,112.71,234.53,81.82,452.99
383.44,129.61,121.82,241.01,84.18,456.53
382.43,129.93,123.18,239.82,84.0,456.5
380.82,125.07,108.1,239.58,85.82,453.28
383.76,126.36,113.64,229.1,85.14,456.56
379.38,125.02,110.34,222.31,83.12,450.19
388.08,129.62,113.06,224.93,86.08,482.87
387.86,130.15,119.77,227.12,87.36,478.75
390.58,130.73,118.85,228.85,89.87,481.4
395.52,133.49,123.22,235.77,95.09,484.31
396.96,133.41,123.56,238.51,95.27,482.43
398.5,134.76,122.4,239.23,98.12,485.25
397.77,135.94,131.49,240.35,96.05,486.77
391.49,135.21,128.78,235.81,95.46,479.47
388.64,135.27,127.17,231.93,93.68,469.49
395.88,137.87,133.42,240.22,97.25,480.11
400.63,141.11,143.75,242.58,97.52,492.61
400.2,142.53,143.89,242.04,96.32,492.11
400.35,141.86,144.43,240.61,97.18,490.88
404.75,143.96,160.27,248.0,99.22,498.3
405.68,145.93,177.9,248.16,102.24,503.29
400.59,143.0,166.66,242.71,100.55,503.28
406.48,144.29,173.22,247.81,103.13,511.14
410.8,145.43,181.41,252.75,105.15,517.91
416.78,150.82,188.27,264.6,112.91,523.43
412.35,154.5,189.98,258.35,103.39,514.8
409.83,151.73,194.76,256.77,102.18,515.59
415.19,154.65,196.81,267.56,102.11,516.53
410.65,151.92,201.29,266.73,100.05,503.81
407.09,150.87,207.32,263.62,98.24,500.63
408.04,151.01,196.89,263.1,97.61,499.99
412.83,153.85,194.64,271.32,99.54,506.45
412.64,153.2,209.25,272.17,99.7,503.22
413.98,155.33,214.24,269.32,101.16,511.28
408.28,153.71,202.04,262.15,98.15,504.1
407.26,152.55,208.31,258.06,97.2,507.48
399.09,148.48,197.37,252.67,94.58,501.74
398.54,148.91,200.86,251.51,95.79,497.39
400.66,149.4,202.07,254.77,95.82,493.14
396.38,146.71,196.88,249.22,93.5,488.61
397.73,147.92,207.63,250.16,93.76,487.03
396.26,147.41,205.71,249.42,94.23,484.18
394.74,145.31,202.77,246.27,92.17,478.67
397.81,145.91,190.9,251.11,92.13,485.69
404.19,151.03,197.79,255.29,94.9,475.26
404.47,153.83,193.81,256.87,93.75,483.08
398.27,151.6,187.71,254.15,93.55,485.15
398.92,152.87,182.0,253.7,93.92,486.04
391.56,150.59,172.92,252.32,92.25,479.52
385.91,148.5,173.44,248.59,90.73,471.14
385.36,150.47,174.48,253.92,92.43,472.0
391.73,152.59,183.26,260.79,94.88,481.92
389.28,152.99,180.45,265.44,96.2,485.66
396.11,155.85,184.13,276.2,100.04,487.26
389.99,155.0,180.13,279.43,98.95,487.05
393.74,157.4,183.25,272.23,97.71,489.29
398.91,159.28,197.58,273.78,100.61,490.85
392.11,157.83,191.15,272.29,98.7,487.52
393.17,158.93,192.22,277.66,98.71,487.76
395.75,160.25,190.41,280.57,98.13,495.27
396.49,158.28,191.81,276.38,98.04,493.22
395.6,157.65,189.19,275.23,97.24,486.77
401.35,160.77,193.88,280.51,100.25,490.87
403.7,162.36,195.28,284.05,102.0,491.48
409.39,164.9,207.46,288.3,103.29,496.87
410.95,166.17,194.77,287.23,102.41,497.03
408.67,165.63,192.58,287.18,103.95,497.73
407.6,163.76,185.52,284.34,101.1,497.13
409.19,164.66,185.06,291.6,102.06,485.98
409.61,162.03,184.51,289.39,102.17,493.83
409.72,160.8,186.79,282.83,99.92,498.65
408.05,160.1,180.54,283.49,97.83,489.35
413.47,165.56,185.9,289.84,102.4,497.89
412.46,165.21,185.0,286.14,102.51,491.3
413.94,165.23,187.04,288.8,102.74,493.94
414.21,166.47,184.31,288.37,102.3,496.9
414.14,167.63,180.59,288.45,104.3,496.03
411.88,166.65,162.99,286.11,103.81,505.58
412.2,165.02,165.08,285.76,106.96,506.35
412.63,165.33,162.55,281.77,106.21,511.42
406.08,163.77,160.67,275.42,102.57,503.17
404.36,163.76,153.75,295.37,104.98,494.66
412.41,168.41,160.19,304.83,109.82,501.27
415.93,169.68,164.31,307.26,105.45,503.22
415.51,169.59,161.83,305.56,102.05,493.59
410.84,168.54,160.31,305.41,103.63,494.81
408.02,167.45,160.61,304.4,103.65,490.06
405.13,165.79,161.2,305.41,104.0,490.34
412.63,173.57,170.06,310.65,105.66,499.06
412.74,173.5,171.79,308.65,105.83,499.06
410.93,171.77,169.15,307.0,106.62,500.79
412.85,173.56,168.54,312.31,110.19,499.66
412.13,173.75,172.08,310.11,112.18,501.89
411.59,172.57,167.98,308.97,110.26,504.07
413.01,172.07,166.35,309.46,111.2,502.04
410.25,172.07,166.52,311.74,113.4,496.15
415.23,172.69,173.86,314.0,115.5,495.0
419.23,175.05,176.89,318.52,118.15,498.1
418.62,175.16,180.14,318.34,116.25,496.52
418.79,174.2,188.87,321.18,115.01,491.87
414.09,171.56,185.77,315.26,114.99,484.87
411.09,171.84,182.9,313.85,116.75,482.76
414.65,172.99,184.47,325.92,115.0,486.55
420.02,175.43,193.17,332.89,120.11,507.26
420.18,177.3,201.16,331.21,121.66,508.03
417.85,177.25,203.93,328.39,120.58,511.56
421.82,180.09,207.52,332.58,122.77,512.6
427.92,180.95,213.97,335.4,124.25,512.59
427.1,179.58,217.61,335.94,125.3,518.25
428.03,179.21,221.31,333.68,126.61,516.26
426.55,177.82,224.57,323.38,121.23,511.23
429.13,180.57,234.86,325.26,124.25,520.09
429.9,180.96,244.4,326.79,123.43,517.28
433.8,183.79,249.83,331.85,126.57,520.97
436.66,183.31,258.71,334.29,126.66,522.02
437.18,183.95,256.79,337.34,126.42,527.2
442.6,186.01,255.9,348.1,127.11,529.18
439.46,184.92,260.54,342.33,125.49,523.65
437.18,185.01,274.45,338.05,125.78,519.7
434.94,183.96,259.46,333.56,124.83,519.62
436.51,187.0,264.61,339.71,130.15,524.2
433.21,186.68,256.6,335.02,129.33,524.44
431.44,185.27,241.05,328.6,127.33,523.42
436.17,188.06,250.21,334.57,129.18,530.33
436.39,189.25,256.24,335.85,129.04,532.8
438.11,189.59,257.5,335.05,127.9,531.69
443.28,193.97,261.77,340.54,130.36,538.38
443.13,191.33,282.48,338.15,130.38,541.13
439.66,191.81,276.54,341.27,128.36,537.37
438.55,190.68,274.43,337.22,129.78,525.05
439.66,188.61,269.61,331.83,127.13,527.01
442.46,188.08,269.79,332.47,128.78,529.64
446.02,189.77,271.99,337.2,130.8,538.0
449.56,190.54,277.9,342.66,134.3,538.45
449.28,190.69,281.38,345.24,134.68,546.7
450.84,193.99,290.38,345.73,133.56,552.96
454.19,193.73,293.34,359.49,132.83,553.59
455.2,195.1,291.26,355.08,135.36,554.11
452.18,193.13,262.9,346.87,129.96,556.96
452.18,191.94,260.02,343.77,130.0,557.86
454.2,192.75,269.06,345.11,128.8,563.93
455.44,193.62,265.28,350.98,129.13,565.19
455.51,194.5,264.35,337.77,128.15,566.17
452.49,193.22,255.71,330.72,128.25,561.83
456.92,195.83,266.44,338.37,132.21,563.32
457.79,196.45,267.43,335.92,133.68,560.67
456.48,195.61,261.07,336.34,131.69,555.47
450.13,192.58,254.11,327.5,128.21,552.35
448.84,191.17,259.32,326.66,128.91,557.69
446.81,181.99,253.86,327.78,139.57,552.04
450.71,178.85,251.45,330.11,142.22,558.41
448.75,179.8,249.7,326.05,139.94,556.12
445.75,178.19,242.19,322.23,137.85,559.7
445.91,177.97,245.34,322.93,138.56,561.49
445.65,177.79,242.65,321.01,138.41,562.96
448.11,179.46,239.76,324.04,140.57,561.47
442.89,177.45,232.96,321.86,137.67,558.51
439.64,176.57,225.6,320.4,135.07,559.05
436.29,174.0,219.22,316.88,133.98,547.11
436.5,174.49,215.49,316.48,133.22,544.94
439.34,175.84,231.28,321.88,134.68,543.21
438.15,177.23,233.19,322.46,134.25,538.37
443.03,181.12,236.86,327.0,135.52,540.86
436.89,176.38,230.04,319.97,131.84,531.71
439.97,178.61,238.59,322.98,133.26,534.01
442.76,180.19,238.82,323.7,133.14,536.19
449.16,184.12,257.18,328.41,134.91,542.77
451.01,187.65,256.9,328.79,135.07,542.26
450.35,187.87,258.08,327.76,138.01,549.28
451.19,189.46,245.01,328.66,138.12,544.25
449.24,189.7,256.49,333.55,137.27,544.73
446.22,182.91,251.92,332.88,135.36,546.69
444.85,177.56,251.49,329.91,137.85,548.62
445.52,178.18,248.5,334.27,138.23,551.19
448.45,179.36,273.58,337.94,143.1,558.78
445.99,176.3,267.48,331.77,141.23,558.79
446.51,174.21,271.3,336.06,144.85,559.76
450.36,175.74,276.04,338.7,144.72,564.77
443.37,175.01,274.39,330.22,140.39,556.36
443.63,177.97,265.28,329.06,139.98,562.72
442.71,179.07,266.5,328.65,137.63,564.35
438.64,175.49,262.59,320.77,135.29,563.83
431.39,173.93,255.7,319.53,129.33,555.08
430.42,174.79,244.88,317.01,129.12,558.59
432.23,176.08,246.99,317.54,131.27,558.62
425.88,171.96,244.12,312.14,125.98,552.96
426.05,170.43,240.5,312.79,125.98,563.53
428.52,170.69,246.38,313.64,125.98,568.63
427.48,171.21,250.22,315.75,127.12,564.96
427.31,173.75,251.6,321.8,129.46,571.31
421.59,172.4,246.53,313.39,124.72,565.04
424.66,173.66,261.16,318.96,127.0,571.8
424.5,174.91,260.05,319.36,125.96,569.52
429.54,177.49,260.53,327.26,127.96,557.53
432.29,178.99,259.67,329.82,128.26,558.97
434.54,178.39,263.62,328.39,129.48,562.09
436.32,179.8,262.99,332.42,131.83,565.52
433.66,180.71,258.87,331.16,132.33,563.78
431.5,178.85,251.12,327.73,129.79,566.84
436.04,178.72,253.92,332.64,132.55,572.24
436.02,177.15,254.85,332.06,131.47,574.34
430.21,175.84,242.68,330.11,128.13,574.64
426.43,175.46,220.11,331.32,128.4,565.63
421.19,172.88,211.99,326.67,125.17,552.93
420.46,173.0,212.08,329.32,126.56,552.29
423.63,173.44,216.52,330.53,128.56,551.84
417.55,171.1,212.42,340.67,121.39,549.99
412.55,166.89,205.76,327.89,119.57,547.6
410.68,168.22,207.3,329.81,127.74,543.03
415.59,170.29,197.36,337.31,132.71,554.88
418.2,170.77,200.84,338.11,133.09,552.44
422.66,173.97,205.66,346.07,137.0,556.8
430.76,177.57,218.51,348.32,138.07,555.97
434.69,176.65,219.96,352.8,138.6,560.9
435.69,179.23,219.27,356.53,139.74,569.82
436.93,181.82,222.18,360.53,142.71,571.27
437.25,182.89,222.11,363.2,142.08,567.38
433.84,182.41,209.98,360.69,140.6,563.27
